,MSE_PLS,ACC_PLS,MSE_AVG,ACC_AVG
UA_Open,35.22962709673852,0.4166666666666667,307.4202993772682,0.5
VSAT_Open,45.362384893667596,0.6458333333333334,62.95620489330449,0.4583333333333333
PFS_Open,105.2379863149673,0.375,195.39028698812757,0.5
HIW_Open,145.23434813291652,0.5208333333333334,0.71125053749474,0.4166666666666667
CLI_Open,85.14519538412745,0.5416666666666666,189.4635710484166,0.4583333333333333
GTLS_Open,42.538368270422545,0.4166666666666667,85.27285019111798,0.6458333333333334
SCHW_Open,43.00918834105427,0.5833333333333334,5988.708567514018,0.5208333333333334
NRG_Open,31.4122221779288,0.5625,2352.7628827897183,0.5
LW_Open,48.50815375189161,0.5416666666666666,0.5091172556655019,0.4375
AGYS_Open,63.54752983214125,0.6458333333333334,95.53136228559934,0.5208333333333334
IPAR_Open,100.18626659073429,0.5833333333333334,0.9352470635247686,0.5416666666666666
TER_Open,24.839114540212858,0.5,585.7215598019247,0.5
NOC_Open,49.772969655213046,0.5,1859.028057048451,0.4583333333333333
KN_Open,72.1450360824577,0.5416666666666666,0.38571114931306183,0.5
STRA_Open,107.67445416747003,0.5416666666666666,198.2990017661178,0.4791666666666667
JCI_Open,115.50357909684882,0.5208333333333334,2334.233637541958,0.4583333333333333
VVV_Open,13.675216483102496,0.4791666666666667,0.4722008009890072,0.5416666666666666
WGO_Open,28.463464745195438,0.5208333333333334,4157.5131087466825,0.4375
CMO_Open,75.63286740839722,0.4375,0.9185105492020217,0.6875
AVT_Open,57.44849147955215,0.6041666666666666,2354.5909047235327,0.4375
HST_Open,78.78355970579528,0.5,660.3335958375042,0.5
RRC_Open,86.40853457686119,0.4583333333333333,1856.8827374730954,0.4583333333333333
NUS_Open,45.06504769020369,0.6041666666666666,37581.89307076048,0.5208333333333334
EME_Open,40.85849855633977,0.5,6000.286364449264,0.4166666666666667
MD_Open,109.50041438756264,0.4583333333333333,37549.915395384975,0.4375
TAP_Open,68.27438108730134,0.4791666666666667,118.46938237082993,0.5833333333333334
DBD_Open,34.43877619503079,0.6041666666666666,9379.965061542447,0.4791666666666667
LSI_Open,26.154736711612763,0.5833333333333334,31.767470947627263,0.5208333333333334
KNX_Open,47.33853382564365,0.5208333333333334,20.436575497380773,0.5208333333333334
VRTV_Open,55.04042821601919,0.375,2.53873052461389,0.3541666666666667
CONE_Open,90.9627980306926,0.3333333333333333,37579.03695921457,0.5208333333333334
EGOV_Open,39.430612335539905,0.4583333333333333,16602.092378965266,0.5
PBH_Open,27.38699994007198,0.5833333333333334,9392.227317746421,0.4791666666666667
WERN_Open,41.7259239334021,0.4375,6013.657332532322,0.4791666666666667
PAR_Open,4.716668977320486,0.7291666666666666,2.7656422228579096,0.5208333333333334
PSX_Open,72.54235414786615,0.5625,157.09064604782284,0.4166666666666667
MSM_Open,29.704312803796775,0.5416666666666666,0.26302361563422316,0.4583333333333333
REGN_Open,10.983891302872328,0.5833333333333334,0.4631331466542367,0.5208333333333334
MTG_Open,63.1938932685134,0.4583333333333333,90.58591405683799,0.4375
ASTE_Open,24.12492791976053,0.5833333333333334,86.77075639771256,0.5416666666666666
GES_Open,111.88320885560772,0.625,76.83401444512052,0.4791666666666667
AGCO_Open,41.49988187092124,0.5416666666666666,3058.6469195154946,0.3958333333333333
ASGN_Open,66.956039607691,0.6458333333333334,4155.498131593126,0.5
TGT_Open,28.34944457368598,0.5416666666666666,4170.390912407292,0.5208333333333334
KIM_Open,93.03414650847263,0.4791666666666667,1.3215282318922794,0.3333333333333333
TRMK_Open,93.49101356093547,0.5625,1044.37079609315,0.4375
UNH_Open,63.16165994163835,0.4375,49.885888133833014,0.375
FTK_Open,50.62338058284139,0.4583333333333333,1.5117803428738739,0.5416666666666666
PRU_Open,68.11391614351548,0.6041666666666666,0.5871962058457416,0.5
ATO_Open,62.21230797325582,0.6041666666666666,9378.67787951769,0.5833333333333334
AMP_Open,70.84118905921996,0.5833333333333334,0.5092874167542831,0.4375
PNC_Open,71.84400457851184,0.6041666666666666,0.5478519190200338,0.5
SFM_Open,14.019694539550429,0.4583333333333333,2.919983360434463,0.4791666666666667
IAC_Open,8.43241318773973,0.5416666666666666,3.842432052415189,0.5416666666666666
ICUI_Open,105.30421206763936,0.5833333333333334,194.7069331758888,0.5208333333333334
UGI_Open,84.3097502841891,0.6041666666666666,1858.6953657809954,0.4583333333333333
IFF_Open,79.1541886764625,0.5208333333333334,16701.835508227337,0.4375
SRE_Open,61.431325323271494,0.5416666666666666,86.66376359780016,0.4166666666666667
PEAK_Open,39.97905450669359,0.4791666666666667,5980.910238956169,0.3333333333333333
LMNX_Open,5.294901108910416,0.625,135.26175273479606,0.5416666666666666
APH_Open,47.772013789204784,0.5,1.0317782155563069,0.4375
STE_Open,40.49584077686444,0.5833333333333334,43.17818572683858,0.5833333333333334
RH_Open,6.458979717307735,0.625,0.8683092017873458,0.5416666666666666
SAIA_Open,170.0945164128254,0.5416666666666666,0.7510675917035393,0.5833333333333334
OIS_Open,64.51901907955572,0.625,2.1141583626449427,0.6041666666666666
SCHL_Open,28.215139480008727,0.4791666666666667,0.41236986263506564,0.5416666666666666
HRL_Open,14.416159925559095,0.5416666666666666,0.29377637618070374,0.4791666666666667
FDX_Open,23.889529998633815,0.5416666666666666,0.7991064766347972,0.3958333333333333
RAVN_Open,16.79436999183994,0.5208333333333334,0.6900812292851717,0.5
STG_Open,55.474107991466724,0.5208333333333334,202.10258161963588,0.4375
TMST_Open,32.84913379680905,0.5833333333333334,4186.22110293293,0.4166666666666667
GNL_Open,94.49927756238374,0.5416666666666666,197.05844971337154,0.4375
CTLT_Open,85.01612806432958,0.5833333333333334,0.38013888330417195,0.5625
HPR_Open,29.521251641204945,0.5416666666666666,8971.601250584858,0.5
THO_Open,14.649423717239273,0.5208333333333334,0.6180438705036433,0.5
GCI_Open,111.25130168135884,0.6041666666666666,4.505399462874477,0.625
WFC_Open,44.49896293584977,0.625,0.6420748897337032,0.4791666666666667
SM_Open,38.44354622115533,0.5416666666666666,6.98838054359312,0.5833333333333334
SO_Open,79.12561656730111,0.5416666666666666,31.011085335062987,0.5625
CBRL_Open,76.68238760551827,0.5208333333333334,0.5404513983616066,0.4583333333333333
PGTI_Open,23.2039992889392,0.5,2346.419254922017,0.5416666666666666
VLO_Open,92.58408704040811,0.5416666666666666,3.8595840184695924,0.5416666666666666
DIN_Open,116.9713979137045,0.5208333333333334,1.9868209723436776,0.4583333333333333
LH_Open,17.800644993783518,0.625,0.37264477244260985,0.4166666666666667
OI_Open,85.1092750723152,0.4166666666666667,37537.99796341454,0.4166666666666667
CPF_Open,132.25811332799321,0.5,668.1647393240961,0.4791666666666667
TCBI_Open,61.34907824286998,0.4166666666666667,416.01533660134277,0.5208333333333334
WSO_Open,77.23762117988446,0.4791666666666667,23.33814507563121,0.4166666666666667
WTFC_Open,16.555592487339812,0.5625,1.083791425525317,0.4583333333333333
