,MSE_PLS,ACC_PLS,MSE_AVG,ACC_AVG
TQQQ_Open,35.03732705643465,0.4791666666666667,671.682768706513,0.5625
AME_Open,23.92922506458167,0.6666666666666666,588.01719079922,0.5
NOW_Open,29.26142480277429,0.4375,25.990785524142645,0.5208333333333334
XYL_Open,49.76875140889801,0.4791666666666667,1845.4789083562193,0.5
BAC_Open,78.3036566264425,0.6458333333333334,1.593667465734277,0.5208333333333334
TGI_Open,94.65649160810132,0.5208333333333334,3036.2663872424605,0.4166666666666667
AMBC_Open,153.54552832896297,0.625,37422.092516521145,0.4375
NSP_Open,86.50051551619117,0.5,0.7959617566583141,0.4791666666666667
MOS_Open,51.58391759843811,0.5208333333333334,87.77176107966405,0.5416666666666666
MEI_Open,43.114999919037075,0.625,9364.190299619093,0.5833333333333334
PSB_Open,97.51887379556572,0.3541666666666667,37570.64535103013,0.5
C_Open,56.00907218753909,0.6458333333333334,0.5659547495445023,0.5
JNPR_Open,54.08917143137272,0.6666666666666666,2358.2497433996336,0.5416666666666666
IRBT_Open,69.20003237674459,0.3958333333333333,1.3557471416291191,0.3333333333333333
JBT_Open,37.08308572356852,0.5416666666666666,1.4218024159498956,0.4791666666666667
SKX_Open,36.206725946413385,0.625,307.48999512094133,0.4166666666666667
APD_Open,137.314233810404,0.5208333333333334,37478.663369201946,0.4583333333333333
GPRE_Open,33.391364645818825,0.5,119.24159415719033,0.5625
CLGX_Open,80.92623248160947,0.4166666666666667,0.49405822408518957,0.5625
RYN_Open,140.5302750266098,0.5208333333333334,0.4401709939781031,0.4583333333333333
WBS_Open,44.21918501142293,0.4375,23.293106345609115,0.5416666666666666
WWE_Open,19.175811934435657,0.5833333333333334,2347.6450860405776,0.6041666666666666
SRC_Open,130.95338255888691,0.4583333333333333,0.6865232836723907,0.3333333333333333
NBHC_Open,54.2179301182326,0.5416666666666666,0.5696284956604929,0.5
WELL_Open,59.87665068633993,0.6041666666666666,4160.635965934587,0.4166666666666667
LB_Open,41.132065437722076,0.6458333333333334,1.5678620532047862,0.5833333333333334
COF_Open,119.97533662837145,0.5416666666666666,1.1161576510803302,0.4166666666666667
KSU_Open,12.258803515160015,0.625,1.0620462894706637,0.5833333333333334
ENR_Open,11.569098761702913,0.4375,592.8868512314139,0.6041666666666666
FCFS_Open,25.911137824868764,0.5208333333333334,885.2301015170765,0.4166666666666667
HPQ_Open,8.728210562151073,0.5,0.592238894855313,0.5
KR_Open,16.759931432257478,0.4791666666666667,766.1666723143885,0.5833333333333334
RRD_Open,81.05366648015266,0.4166666666666667,16705.321412683043,0.4791666666666667
PRFT_Open,43.383493743416324,0.5416666666666666,341.5338682507807,0.4791666666666667
MDLZ_Open,63.826710989602276,0.4583333333333333,196.0129597928006,0.3958333333333333
OXM_Open,128.8818128762543,0.6041666666666666,1.2868731393691155,0.3958333333333333
NAV_Open,21.431880228307442,0.5,9.806806196504565,0.5416666666666666
CE_Open,26.60093252075943,0.6458333333333334,1842.8047482797065,0.3958333333333333
CHCO_Open,47.93407848477943,0.4791666666666667,5984.187391545404,0.3958333333333333
MKTX_Open,25.931305311216885,0.4375,5999.222802310903,0.5625
STMP_Open,84.26053511690994,0.5416666666666666,37616.56154729133,0.4166666666666667
SNV_Open,161.68260789636247,0.5208333333333334,1.210093992719641,0.3333333333333333
UBA_Open,124.91211296544311,0.6458333333333334,1.3458774701125114,0.3541666666666667
GOOG_Open,42.63074028750984,0.375,9430.78828803378,0.5625
PATK_Open,33.60365508762886,0.5416666666666666,5.506781147345501,0.5208333333333334
GGG_Open,40.11292807340484,0.5,4161.1948040605885,0.4375
CDR_Open,163.05481032667322,0.625,2.4666894479041686,0.4791666666666667
CMG_Open,25.771212838001293,0.5833333333333334,0.2448760261273573,0.5625
KLIC_Open,77.38763793910735,0.5625,6.686710310175879,0.5833333333333334
XOM_Open,35.64495444741233,0.625,0.44730152948241436,0.5416666666666666
AMPH_Open,29.17227077132724,0.4166666666666667,1519.378915291157,0.5208333333333334
TRMB_Open,87.03903099270765,0.4791666666666667,87.34397979684653,0.5625
CMC_Open,18.48511014311661,0.5208333333333334,2352.0844841396784,0.375
F_Open,57.86441505924488,0.4375,0.5160067332692619,0.4375
DVN_Open,20.90444900997052,0.4791666666666667,5.626703429697136,0.5416666666666666
MU_Open,53.332602772358584,0.5625,1493.783243603592,0.4166666666666667
KOP_Open,89.98841751853476,0.4791666666666667,1.8383828189551685,0.4791666666666667
POWI_Open,38.450072916934126,0.5208333333333334,3063.3474618992213,0.5416666666666666
AVGO_Open,85.13818334742788,0.3958333333333333,37573.41324913666,0.5416666666666666
VMC_Open,73.22638812392817,0.5,16623.187460768164,0.4791666666666667
FLIR_Open,104.64028598183597,0.4791666666666667,37358.38396601941,0.375
CBU_Open,52.939854926711895,0.4791666666666667,3066.3268824290585,0.4375
ALE_Open,129.2231307769945,0.4375,37581.99877913849,0.5
SGMS_Open,94.07340402440437,0.5,37356.207361154404,0.4583333333333333
DXC_Open,128.93046887246743,0.5416666666666666,1.0949247818658672,0.4375
AKAM_Open,127.14974890650856,0.5,0.6437196858673488,0.3958333333333333
CNP_Open,62.3355636640381,0.4791666666666667,3053.6797428785476,0.375
IBP_Open,62.79980124425059,0.4375,6008.867691799162,0.4791666666666667
ETR_Open,46.65550601690908,0.625,224.03256900371437,0.4583333333333333
NAVI_Open,78.13528464612838,0.6041666666666666,30.842738131048524,0.5208333333333334
CHS_Open,96.44258283273469,0.5208333333333334,4.075857414326366,0.4166666666666667
DEA_Open,57.9861705340707,0.6666666666666666,1860.8817918831758,0.5208333333333334
RGLD_Open,90.99199445201718,0.5416666666666666,37604.68390799645,0.5416666666666666
MRK_Open,33.109151702060096,0.5833333333333334,148.77285447948321,0.5625
CCRN_Open,70.73526198216776,0.5208333333333334,1.2453125479352094,0.4583333333333333
BRC_Open,35.017131741875374,0.7291666666666666,1238.044656143213,0.4791666666666667
MATW_Open,45.42982575790124,0.4791666666666667,5989.787769870899,0.4791666666666667
TGNA_Open,125.75997403732248,0.5833333333333334,198.269140931979,0.5416666666666666
SWM_Open,23.544092132989093,0.5833333333333334,1044.5717127414932,0.4166666666666667
FCX_Open,60.07603730328282,0.6041666666666666,3048.620694478396,0.5833333333333334
TFX_Open,52.2075096456806,0.5208333333333334,6.437652488029539,0.4375
BIG_Open,40.50111833266992,0.4166666666666667,5.738464404950558,0.5416666666666666
QEP_Open,48.435091360302735,0.5833333333333334,13.272042417817605,0.5
ZBH_Open,63.18250882227486,0.4583333333333333,100.68306792874641,0.4583333333333333
LZB_Open,107.41483224567186,0.5208333333333334,130.73325666161193,0.375
PWR_Open,27.603356859157252,0.5416666666666666,6015.998102256982,0.5208333333333334
ENS_Open,73.98415604918128,0.5416666666666666,0.5145835394530341,0.4583333333333333
GWW_Open,34.01953050226683,0.4166666666666667,16689.041378722042,0.4166666666666667
RLGY_Open,63.35147891223455,0.5,4174.975787031793,0.5208333333333334
