,MSE_PLS,ACC_PLS,MSE_AVG,ACC_AVG
ABBV_Open,16.455702146225534,0.4375,16.604953694380946,0.5833333333333334
FSLR_Open,43.56829086098257,0.5833333333333334,5.339012220829828,0.4375
IIVI_Open,9.478932222132553,0.5833333333333334,768.4225606794193,0.6041666666666666
PDCE_Open,41.27976408937351,0.4791666666666667,6.273261634692422,0.5208333333333334
MMSI_Open,4.032215104272674,0.5416666666666666,1.0854110293459485,0.5208333333333334
SAFM_Open,11.340870825139222,0.5,283.8676293396638,0.6041666666666666
BLKB_Open,21.802510773297058,0.3958333333333333,23.001926698295996,0.4166666666666667
NYCB_Open,76.94637935667006,0.625,6001.690947114199,0.4375
ALEX_Open,108.15752636275748,0.5416666666666666,1.0646817079228952,0.4583333333333333
IBM_Open,73.46511692304624,0.5833333333333334,0.28801925859052047,0.4583333333333333
WU_Open,90.54757103598413,0.4375,86.28699049816119,0.4375
DCOM_Open,32.94910547322639,0.4375,50.43681228308375,0.4583333333333333
EPAY_Open,16.77789977941562,0.5416666666666666,7.9719926103382255,0.5208333333333334
HNI_Open,126.50644832567366,0.375,37381.88925066684,0.3958333333333333
MAR_Open,59.2254159146333,0.5,0.7706164100557659,0.4166666666666667
IPG_Open,70.11709030808015,0.5208333333333334,240.71679907813132,0.4166666666666667
UNFI_Open,32.25715154601383,0.5,2.6650169259132603,0.5208333333333334
EXPE_Open,17.969995282554677,0.3958333333333333,763.471576825454,0.5
GILD_Open,33.588410866310895,0.5416666666666666,9390.965756792963,0.6458333333333334
LOW_Open,18.892567260979895,0.4583333333333333,0.3887193453677247,0.4791666666666667
CENX_Open,66.14051844776384,0.6041666666666666,1032.5224228281365,0.5625
CLH_Open,51.25516610098484,0.4166666666666667,16618.159238025437,0.375
NYMT_Open,120.93546530902108,0.625,37503.290119969024,0.5208333333333334
ADNT_Open,54.497613479030825,0.6041666666666666,4.1765482940490735,0.5416666666666666
OLN_Open,98.90156279914231,0.6041666666666666,37585.90338332167,0.5
SKYW_Open,169.3184767013234,0.5416666666666666,37331.88826823089,0.3958333333333333
ARCB_Open,130.02715572717221,0.5416666666666666,0.9316407401826204,0.5
WWD_Open,56.87972903013231,0.5,0.8303152148966695,0.4583333333333333
FMBI_Open,93.21337061226247,0.7083333333333334,198.05399172014955,0.5
WYNN_Open,41.90805985561055,0.5,9375.537623880464,0.5208333333333334
SFNC_Open,124.06357401487644,0.6041666666666666,0.6536458973649,0.4791666666666667
ACET_Open,177.0596347703161,0.5625,1.2797455377771767,0.5
GFF_Open,48.34028824979521,0.5625,16739.638395637936,0.5208333333333334
MSA_Open,101.19174447740889,0.625,88.45304597916744,0.375
ROG_Open,49.55955621373423,0.5625,9377.91287496109,0.4791666666666667
MDU_Open,117.4623707723755,0.375,37575.56839764263,0.5416666666666666
HAFC_Open,53.31941537027942,0.5416666666666666,3072.563649037671,0.4791666666666667
GPS_Open,43.262310193713425,0.6041666666666666,1496.7486828469698,0.5833333333333334
ICE_Open,24.017117097841385,0.5208333333333334,9385.734976422875,0.4375
DLX_Open,29.704122125391823,0.6041666666666666,3068.6707407951553,0.4791666666666667
TTMI_Open,21.07759799938882,0.5416666666666666,0.28059400346342017,0.5625
USCR_Open,52.985075393124035,0.625,16704.694480204787,0.4375
VZ_Open,70.93975260883866,0.6458333333333334,0.23959210952421497,0.5416666666666666
FORM_Open,8.5077461164608,0.4791666666666667,0.5443118527186861,0.4375
MCD_Open,85.06176223865921,0.6666666666666666,9344.9687256465,0.4583333333333333
CTB_Open,34.388090970193836,0.5416666666666666,36.878308034739774,0.5
LSTR_Open,49.82595232162727,0.4791666666666667,9347.31626210474,0.4583333333333333
ROK_Open,28.703233189502637,0.5625,763.7419080038608,0.5208333333333334
SPPI_Open,61.63557624135768,0.5625,16693.37243739063,0.5
POWL_Open,63.1926415243666,0.6666666666666666,9354.527227092918,0.4791666666666667
EXTN_Open,102.17649852486346,0.5416666666666666,89.60088368244215,0.4791666666666667
HTLD_Open,69.69775451805515,0.5208333333333334,37375.90807060492,0.4375
MSI_Open,127.18619347398466,0.5625,0.22174847843548923,0.5208333333333334
FIVE_Open,73.29246008440369,0.4583333333333333,0.8776859173243124,0.4375
CPB_Open,35.60404959521679,0.5416666666666666,1500.3815671274756,0.4583333333333333
NPK_Open,39.71591314880506,0.6041666666666666,16694.382130548147,0.5416666666666666
BLL_Open,33.36548387256892,0.5416666666666666,124.22224626098676,0.4791666666666667
ATR_Open,42.391137357396836,0.625,462.0052722365677,0.5625
SYNA_Open,42.629423634898075,0.5833333333333334,6021.723548025116,0.5625
OII_Open,32.648078743129574,0.6666666666666666,2.235746606902873,0.5208333333333334
SWK_Open,17.359630202698607,0.6041666666666666,3055.6397285910703,0.5
